News Org,Tweets Ago,Date,Tweet,Compound,Positive,Neutral,Negative
@CBS,19,Wed Nov 29 03:36:37 +0000 2017,RT @JustHedyJ: All these ladies are so beautiful I love them all. #VSFashionShow,0.8878,0.486,0.0,0.514
@CBS,20,Wed Nov 29 03:34:35 +0000 2017,💖 #VSFashionShow https://t.co/Vs9sktkL8c,0.0,0.0,0.0,1.0
@CBS,21,Wed Nov 29 03:26:10 +0000 2017,"It's not about how we fall, it's about how we get up. #VSFashionShow https://t.co/NCe08O8OjU",0.0,0.0,0.0,1.0
@CBS,22,Wed Nov 29 03:22:53 +0000 2017,Runway ready! #VSFashionShow https://t.co/tUeJ2A6xRx,0.4199,0.482,0.0,0.518
@CBS,23,Wed Nov 29 03:22:27 +0000 2017,RT @VictoriasSecret: That VOICE 😱! @leslieodomjr making us actually excited for ❄. #VSFashionShow https://t.co/peaKzrveKi,0.4003,0.172,0.0,0.828
@CBS,24,Wed Nov 29 03:20:56 +0000 2017,RT @SaraSampaio: It’s show time! Tune in now on cbs #vsfashionshow https://t.co/u75WfqCJr7,0.0,0.0,0.0,1.0
@CBS,25,Wed Nov 29 03:18:45 +0000 2017,These Angels can do anything. 👊 #VSFashionShow https://t.co/7vz0zSz6Yc,0.0,0.0,0.0,1.0
@CBS,26,Wed Nov 29 03:16:50 +0000 2017,"RT @airfly111: IT'S MY FAVORITE NIGHT OF THE YEAR! #VSFashionShow
🙌❤️",0.6155,0.287,0.0,0.713
@CBS,27,Wed Nov 29 03:11:29 +0000 2017,Porcelain perfection. 😘  #VSFashionShow https://t.co/XQe14ycc1j,0.5719,0.552,0.0,0.448
@CBS,28,Wed Nov 29 03:10:51 +0000 2017,RT @EbtheCeleb: Saaaaannnngg Miguel #VSFashionShow,0.0,0.0,0.0,1.0
@CBS,29,Wed Nov 29 03:07:06 +0000 2017,When you know you SLAYED your walk. #VSFashionShow https://t.co/ZXVwioihIP,0.0,0.0,0.0,1.0
@CBS,30,Wed Nov 29 03:04:59 +0000 2017,.@Harry_Styles is killing it on stage right now. #VSFashionShow https://t.co/TtJHP1ZPOM,-0.6597,0.0,0.328,0.672
@CBS,31,Wed Nov 29 02:56:00 +0000 2017,"Grab your bestie, it’s time for the #VSFashionShow! https://t.co/0lqrCDrsBA",0.0,0.0,0.0,1.0
@CBS,32,Wed Nov 29 02:53:04 +0000 2017,This is what Tuesday night dreams are made of. Stay in with the #VSFashionShow tonight at 10/9c on CBS! Use code LE… https://t.co/Gzp3guuj8A,0.4574,0.12,0.0,0.88
@CBS,33,Wed Nov 29 02:24:15 +0000 2017,The #VSFashionShow Angels have arrived on the PINK Carpet! See them here: https://t.co/rWLPkoL3A1 https://t.co/CNCskef9xu,0.0,0.0,0.0,1.0
@CBS,34,Wed Nov 29 00:43:55 +0000 2017,Get in the holiday spirit tonight with a classic special! Watch Rudolph the Red-Nosed Reindeer at 8/7c on CBS.… https://t.co/TbTrPebanb,0.75,0.316,0.0,0.684
@CBS,35,Tue Nov 28 23:38:24 +0000 2017,"Join the Angels in Shanghai at the 2017 #VSFashionShow tonight @ 10/9c on CBS, or stream it live on CBS All Access:… https://t.co/UZ6omchwEt",0.296,0.095,0.0,0.905
@CBS,36,Tue Nov 28 23:02:06 +0000 2017,"Tomorrow night, Bruno Mars will take you on a joyride with Bruno Mars: 24K Live at the Apollo at 10/9c on CBS and C… https://t.co/XjmvRDmshi",0.2732,0.084,0.0,0.916
@CBS,37,Tue Nov 28 21:33:30 +0000 2017,"Over 250,000 crystals adorn Angel Elsa Hosk's stunning look! Don't miss the #VSFashionShow tonight @ 10/9c on CBS:… https://t.co/I7Cj01F1XO",0.6412,0.294,0.0,0.706
@CBS,38,Tue Nov 28 20:36:19 +0000 2017,"RT @CBSThisMorning: WATCH: @BrunoMars sits down with @GayleKing ahead of Wednesday’s #24KMagic Live special at @ApolloTheater on @CBS!  

F…",0.4574,0.143,0.0,0.857
@CBS,39,Tue Nov 28 19:35:16 +0000 2017,It's almost showtime! Head backstage with the Angels &amp; performers @Miguel and @LeslieOdomJr as they prepare for the… https://t.co/G7tzZiUG6Z,0.0,0.0,0.0,1.0
@CBS,40,Tue Nov 28 17:00:03 +0000 2017,"She's an Angel! Tonight, @Harry_Styles hits the runway at the #VSFashionShow @ 10/9c on CBS &amp; CBS All Access:… https://t.co/PowmtV0e9V",0.0,0.0,0.0,1.0
@CBS,41,Tue Nov 28 15:31:01 +0000 2017,"Craving more fashion?

Go behind the scenes LIVE on Facebook at 6:15ET before tonight’s #VSFashionShow with @etnow’… https://t.co/YkZSxzXsVo",0.0,0.0,0.0,1.0
@CBS,42,Tue Nov 28 15:00:05 +0000 2017,Spread your wings &amp; fly to Shanghai tonight! Here's how to watch the #VSFashionShow @ 10/9c on CBS &amp; CBS All Access… https://t.co/pixsXXIN1w,0.0,0.0,0.0,1.0
@CBS,43,Tue Nov 28 14:25:21 +0000 2017,"Congrats to Jay-Z, @KendrickLamar, @BrunoMars, @Lorde, @LadyGaga and all the 2018 #GRAMMYs nominees! See the comple… https://t.co/KLX6VHIfX7",0.5707,0.187,0.0,0.813
@CBS,44,Tue Nov 28 01:37:07 +0000 2017,Go backstage with the Angels as they get ready to walk the runway! Watch the #VSFashionShow tomorrow at 10/9c on CB… https://t.co/o98pKc51Zq,0.4199,0.117,0.0,0.883
@CBS,45,Tue Nov 28 00:09:46 +0000 2017,Bruno Mars is taking over New York City this Wed with Bruno Mars: 24K Magic Live at the Apollo! Tune in @ 10/9c on… https://t.co/A871bmdHiU,0.0,0.0,0.0,1.0
@CBS,46,Mon Nov 27 22:03:36 +0000 2017,"Tomorrow, don't miss the sexiest night on television when the #VSFashionShow airs @ 10/9c on CBS, or stream it with… https://t.co/O00i3BItsG",0.1139,0.071,0.0,0.929
@CBS,47,Mon Nov 27 20:02:27 +0000 2017,Make all your streams come true with a 1-month FREE trial of #CBSAllAccess. Use promo code LETSGO by 12/4:… https://t.co/G9trBBmefn,0.7804,0.287,0.0,0.713
@CBS,48,Mon Nov 27 18:32:06 +0000 2017,"Singer-songwriter @JoshGroban will headline the #Home4Holidays adoption special along with @kelly_clarkson,… https://t.co/EgzxIsLhjv",0.4019,0.197,0.0,0.803
@CBS,49,Mon Nov 27 12:01:03 +0000 2017,"Tomorrow, don't miss @Harry_Styles perform alongside the Angels at the #VSFashionShow! Tune in at 10/9c on CBS &amp; CB… https://t.co/a0fxt0rqUf",0.1867,0.084,0.0,0.916
@CBS,50,Mon Nov 27 00:53:16 +0000 2017,Due to #NFL football overrun #CBS is delayed in east &amp; central time zones. New start times #60minutes 7:46ET/6:46CT… https://t.co/tA6gF7rkGX,-0.2263,0.0,0.091,0.909
@CBS,51,Mon Nov 27 00:16:34 +0000 2017,"RT @RecordingAcad: Two days left 'til #GRAMMYs nominations! 🙌 Are you excited? 

RT if you're counting down with us! 🎶 https://t.co/11tdE0k…",0.4559,0.142,0.0,0.858
@CBS,52,Mon Nov 27 00:15:41 +0000 2017,"Spread some holiday cheer with the heartwarming Christmas classic, The Story of Santa Claus! Watch the full special… https://t.co/3TQ6qjpzK6",0.8553,0.37,0.0,0.63
@CBS,53,Sun Nov 26 23:17:42 +0000 2017,Glimpse the Angels' breathtaking ensembles before the Victoria's Secret Fashion Show! Watch the #VSFashionShow Tues… https://t.co/OaDQQZsoHW,0.5093,0.18,0.0,0.82
@CBS,54,Sun Nov 26 21:01:23 +0000 2017,"In 2 days, supermodels like @BellaHadid will strut the runway in Shanghai at the 2017 #VSFashionShow, Tues @ 10/9c… https://t.co/Bx7ou8GgSc",0.3612,0.128,0.0,0.872
@CBS,55,Sun Nov 26 15:00:05 +0000 2017,"Uh, look out! Bruno Mars: 24K Magic Live at the Apollo airs Wednesday at 10/9c on CBS and CBS All Access! https://t.co/l4slX4oNou",0.0,0.0,0.0,1.0
@CBS,56,Sun Nov 26 12:00:01 +0000 2017,"In one week, celebrate with Carol Burnett &amp; friends with The Carol Burnett 50th Anniversary Special, Sunday, Dec. 3… https://t.co/mlZQYYYGik",0.8591,0.358,0.0,0.642
@CBS,57,Sun Nov 26 05:26:40 +0000 2017,'Robbie the Reindeer: Hooves of Fire' &amp; 'Robbie the Reindeer: Legend of the Lost Tribe' features the voices of Ben… https://t.co/5fVvEgbUen,-0.5719,0.0,0.198,0.802
@CBS,58,Sun Nov 26 01:00:08 +0000 2017,Celebrate with a classic holiday special tonight! Watch The Story of Santa Claus at 9/8c on CBS &amp; CBS All Access:… https://t.co/JKHhuGQz19,0.8553,0.343,0.0,0.657
@CBS,59,Sat Nov 25 23:30:01 +0000 2017,"Tonight, watch two holiday specials w/ Robbie the Reindeer: Hooves of Fire starting @ 8/7c on CBS &amp; CBS All Access:… https://t.co/YT3norBieN",0.0772,0.112,0.1,0.788
@CBS,60,Sat Nov 25 21:59:01 +0000 2017,"Only 3 more days until the Angels take flight in Shanghai! Watch the #VSFashionShow Tues, Nov. 28 @ 10/9c on CBS &amp;… https://t.co/OK12P30i8k",0.0,0.0,0.0,1.0
@CBS,61,Sat Nov 25 20:56:31 +0000 2017,Come along as Victoria's Secret top execs share an exclusive inside look behind the 2017 #VSFashionShow! Tune in Tu… https://t.co/jae1jA5jXL,0.5848,0.254,0.0,0.746
@CBS,62,Sat Nov 25 15:00:07 +0000 2017,"In 4 days, let Bruno Mars light up your night with Bruno Mars: 24K Magic Live at the Apollo, Wednesday at 10/9c on… https://t.co/mQoZppXcDH",0.0,0.0,0.0,1.0
@CBS,63,Sat Nov 25 12:00:06 +0000 2017,Don't miss Angel Lais Ribeiro hit the runway in the 2017 Champagne Nights Fantasy Bra! Watch the #VSFashionShow Tue… https://t.co/qK9ZGXQsWA,0.4471,0.179,0.0,0.821
@CBS,64,Sat Nov 25 08:07:03 +0000 2017,Relive all the incredible music memories from 'GRAMMYs® Greatest Stories: A 60th Anniversary Special'. Watch it now… https://t.co/t0LarCTxO1,0.6369,0.208,0.0,0.792
@CBS,65,Sat Nov 25 01:00:03 +0000 2017,"Keep the holiday spirit alive and watch Frosty Returns tonight at 8:30/7:30c on CBS, or stream it on CBS All Access… https://t.co/GMq5MoTt0h",0.7184,0.269,0.0,0.731
@CBS,66,Sat Nov 25 00:43:31 +0000 2017,"Watch these musical Christmas classics come to life when Frosty the Snowman and Frosty Returns air tonight, startin… https://t.co/OwKCQbBDxu",0.0,0.0,0.0,1.0
@CBS,67,Fri Nov 24 23:37:02 +0000 2017,"Tonight, take a trip down music memory lane with 'GRAMMYs® Greatest Stories: A 60th Anniversary Special' at 9/8c on… https://t.co/kqGJCqKFLN",0.7845,0.301,0.0,0.699
@CBS,68,Fri Nov 24 15:00:03 +0000 2017,"Discover the 15 most innovative wings from the #VSFashionShow, ever! Tune in Tues @ 10/9c on CBS &amp; CBS All Access.… https://t.co/YoEZ4mMjGG",0.54,0.148,0.0,0.852
@CBS,69,Fri Nov 24 14:56:13 +0000 2017,CBS is back on DISH! We are pleased that DISH customers will continue to watch America’s #1 Network incl. @NFLonCBS… https://t.co/UDFrAMuYaF,0.4926,0.138,0.0,0.862
@CBS,70,Fri Nov 24 13:57:14 +0000 2017,Stream the Missouri Tigers @ Arkansas Razorbacks LIVE today at 2:30PM ET!  Try #CBSAllAccess FREE:… https://t.co/C3HvEyEXYt,0.0,0.0,0.0,1.0
@CBS,71,Fri Nov 24 12:00:01 +0000 2017,"Here's how to watch GRAMMYs® Greatest Stories: A 60th Anniversary Special, tonight at 9/8c on CBS &amp; CBS All Access:… https://t.co/FROGSUmh6F",0.7845,0.277,0.0,0.723
@CBS,72,Thu Nov 23 20:18:29 +0000 2017,"Revist some of last year's most incredible looks and get excited for the 2017 Victoria's Secret Fashion Show, Tuesd… https://t.co/BSgfQFFino",0.34,0.112,0.0,0.888
@CBS,73,Thu Nov 23 17:15:35 +0000 2017,Stream the Los Angeles Chargers @ Dallas Cowboys LIVE today at 4:30PM ET! Try #CBSAllAccess FREE (not available on… https://t.co/iBIvCQ5Jsf,0.6514,0.194,0.0,0.806
@CBS,74,Thu Nov 23 15:07:33 +0000 2017,Happy Thanksgiving! Watch @KelseaBallerini perform today on The Thanksgiving Day Parade on CBS:… https://t.co/2mT5804Sjf,0.6114,0.235,0.0,0.765
@CBS,75,Wed Nov 22 23:08:26 +0000 2017,RT @startrekcbs: Indulge yourself and binge-watch Chapter 1 of #StarTrekDiscovery on CBS All Access. Catch up now: https://t.co/XlQOtieVMM…,0.0,0.0,0.0,1.0
@CBS,76,Wed Nov 22 22:45:04 +0000 2017,"Tomorrow, kick off your holiday with The Thanksgiving Day Parade on CBS! See the full lineup of holiday specials:… https://t.co/BQtMHn61B5",0.69,0.24,0.0,0.76
@CBS,77,Wed Nov 22 21:18:51 +0000 2017,"Watch @edsheeran reflect on his first performance at the 2013 #GRAMMYs alongside his mentor, Elton John.… https://t.co/Rl0Y84wHId",0.0,0.0,0.0,1.0
@CBS,78,Wed Nov 22 20:44:16 +0000 2017,RT @BullCBS: Dr. #Bull is flying solo on this case. Stream the latest episode now: https://t.co/gtFEWEAeqP https://t.co/PdgizNE8eK,0.0,0.0,0.0,1.0
@CBS,79,Wed Nov 22 17:45:04 +0000 2017,"Here's your first look at the 2017 Victoria's Secret Fashion Show! Tune in Tues, Nov. 28 @ 10/9c.… https://t.co/L4CG784gKf",0.0,0.0,0.0,1.0
@CBS,80,Wed Nov 22 15:00:08 +0000 2017,"Only one week until you can dance the night away with Bruno Mars: 24K Magic Live at the Apollo Wed, Nov. 29 @ 10/9c… https://t.co/ZgODJ387QJ",0.0,0.0,0.0,1.0
@CBS,81,Wed Nov 22 12:00:05 +0000 2017,Join @CarrieUnderwood &amp; @JohnLegend for 'GRAMMYs® Greatest Stories: A 60th Anniversary Special' this Friday @ 9/8c… https://t.co/lAvhR1j66W,0.8442,0.431,0.0,0.569
@CBS,82,Tue Nov 21 22:09:07 +0000 2017,"In one week, don't miss the fashion and fun when the Victoria's Secret Fashion Show heads to China on Tues, Nov. 28… https://t.co/VHMZYJS38B",0.5781,0.184,0.0,0.816
@CBS,83,Tue Nov 21 21:33:24 +0000 2017,"GRAMMY winner @blakeshelton recalls his performance with country legends @merlehaggard, Kris Kristofferson &amp;… https://t.co/8RfFVRgYXb",0.5859,0.226,0.0,0.774
@CBS,84,Tue Nov 21 20:17:35 +0000 2017,Are you ready for the concert event of the year? Bruno Mars: 24K Magic Live at the Apollo is coming to CBS on Wedne… https://t.co/OBI6LtE4d1,0.3612,0.094,0.0,0.906
@CBS,85,Tue Nov 21 19:53:08 +0000 2017,"@r0bb2011 @alexmobbin We are working hard towards a resolution. In the meantime, visit https://t.co/dfpd89QvNj for… https://t.co/Dji31Jh9Tm",-0.1027,0.0,0.091,0.909
@CBS,86,Tue Nov 21 19:51:56 +0000 2017,"@DesireeDesireea @lilnorthrnchick @CBSNews We are working hard towards a resolution. In the meantime, visit… https://t.co/uSA0jZRGr6",-0.1027,0.0,0.097,0.903
@CBS,87,Tue Nov 21 14:52:23 +0000 2017,"Less than two weeks until you can revisit the magic with 'The Carol Burnett 50th Anniversary Special' Sunday, Dec.… https://t.co/Ikur8XhUsT",0.4019,0.124,0.0,0.876
@CBS,88,Tue Nov 21 12:03:01 +0000 2017,"Christina Aguilera (@xtina) tells the candid story about her intimate, vulnerable performance of ""Beautiful"" at the… https://t.co/903yuTNrF7",-0.2263,0.0,0.106,0.894
@CBS,89,Tue Nov 21 06:57:32 +0000 2017,DISH customers: DISH has dropped CBS.  Call 1-855-5-Keep-Us to tell them to keep CBS.  Stay informed at https://t.co/dfpd89QvNj,0.0,0.0,0.0,1.0
@CBS,90,Tue Nov 21 01:27:25 +0000 2017,"Don't miss BRUNO MARS: 24K MAGIC LIVE AT THE APOLLO Wednesday, Nov. 29 at 10/9c on CBS &amp; CBS All Access! https://t.co/2fCyDsaiqL",0.1867,0.076,0.0,0.924
@CBS,91,Mon Nov 20 22:16:49 +0000 2017,"The story of how @jtimberlake ended up performing alongside ""the Reverend"" Al Green at the #GRAMMYs in 2009:… https://t.co/lDI0jffrpl",0.0,0.0,0.0,1.0
@CBS,92,Mon Nov 20 22:07:47 +0000 2017,"Superstars @Harry_Styles &amp; @Miguel will perform at the 2017 Victoria's Secret Fashion Show! Tune in Tues, Nov. 28 @… https://t.co/aRaWCeZ7sq",0.0,0.0,0.0,1.0
@CBS,93,Mon Nov 20 20:20:51 +0000 2017,"Meet the artisans who bring the Victoria's Secret angel wings to life! Don't miss the #VSFashionShow Tues, Nov. 28… https://t.co/swWUXrYZQ6",0.1867,0.084,0.0,0.916
@CBS,94,Mon Nov 20 18:50:53 +0000 2017,Celebrate five decades of music and memories with 'GRAMMYs® Greatest Stories: A 60th Anniversary Special' this Frid… https://t.co/gzVXqdBmWe,0.891,0.431,0.0,0.569
@CBS,95,Mon Nov 20 00:41:54 +0000 2017,Due to football overrun #CBS is delayed 5 mins in east &amp; central time zones. New start times #60minutes 7:35ET/6:35… https://t.co/4m9yvh4o3M,-0.2263,0.0,0.091,0.909
@CBS,96,Sun Nov 19 14:53:05 +0000 2017,Get ready for football! Stream NFL on CBS today with #CBSAllAccess (not available on mobile phones). Try 1 week FRE… https://t.co/RTHdvhkGQN,0.4199,0.128,0.0,0.872
@CBS,97,Sat Nov 18 17:33:07 +0000 2017,Stream the Kentucky Wildcats at Georgia Bulldogs LIVE today at 3:30PM ET! Try #CBSAllAccess FREE:… https://t.co/Azsj50hX7H,0.0,0.0,0.0,1.0
@CBS,98,Thu Nov 16 20:49:50 +0000 2017,"Spread your wings and fly to Shanghai for a behind-the-scenes look at the 2017 #VSFashionShow venue! Tune in Tues,… https://t.co/NQttk90SWE",0.0,0.0,0.0,1.0
@CBS,99,Thu Nov 16 01:00:45 +0000 2017,RT @latelateshow: Ready for new tunes? @zanelowe drops by tonight with the latest @AppleMusic #UpNext artist — @AmySharkMusic! https://t.co…,0.4199,0.141,0.0,0.859
@CNN,0,Wed Nov 29 20:32:52 +0000 2017,"President Trump on tax reform: ""If we do this, America will win again like never ever before""… https://t.co/m6sZMYLLbX",0.743,0.283,0.0,0.717
@CNN,1,Wed Nov 29 20:25:43 +0000 2017,President Trump makes a pitch for the Republican plan for tax reform in Missouri. Watch live:… https://t.co/iUIEX7QWcC,0.0,0.0,0.0,1.0
@CNN,2,Wed Nov 29 20:20:07 +0000 2017,Meet the woman who is not only the first skater from a Persian Gulf state to participate in international figure sk… https://t.co/0zVfP3H3A4,0.0,0.0,0.0,1.0
@CNN,3,Wed Nov 29 20:11:08 +0000 2017,The Supreme Court grapples with major case involving privacy in the digital age https://t.co/P6if9ESRws https://t.co/cwmEGi4oVX,0.5574,0.205,0.0,0.795
@CNN,4,Wed Nov 29 20:00:26 +0000 2017,The incredible story of the Navajo Code Talkers that got lost in all the politics https://t.co/aqMtlTPzVh https://t.co/kEjwl679Cr,-0.3182,0.0,0.126,0.874
@CNN,5,Wed Nov 29 19:50:21 +0000 2017,Could brands save millions and help preserve the environment just by slightly changing their logos to use less ink?… https://t.co/NSSOMSaffB,0.7096,0.247,0.0,0.753
@CNN,6,Wed Nov 29 19:40:21 +0000 2017,Alabama Senate candidate Roy Moore's history of controversial actions https://t.co/lRRJ2odAof https://t.co/H93wdfTxoG,-0.2023,0.0,0.153,0.847
@CNN,7,Wed Nov 29 19:30:11 +0000 2017,President Trump retweeted three inflammatory videos posted by the deputy leader of the UK far-right group Britain F… https://t.co/IKFabAmolX,0.0,0.0,0.0,1.0
@CNN,8,Wed Nov 29 19:20:16 +0000 2017,President Trump announces plans to impose further sanctions on North Korea following a conversation with Chinese Pr… https://t.co/L9DYEEPbhd,-0.296,0.0,0.121,0.879
@CNN,9,Wed Nov 29 19:10:07 +0000 2017,"Senate Republicans are on the cusp of passing a major tax overhaul this week, with a key procedural vote likely to… https://t.co/uMal0bAMWq",0.0,0.0,0.0,1.0
@CNN,10,Wed Nov 29 19:02:35 +0000 2017,"RT @CNNnewsroom: Hawaii Democrat Sen. Mazie Hirono: President Trump should ""tone down his rhetoric"" on North Korea https://t.co/OBiVi9Nwhk",0.0,0.0,0.0,1.0
@CNN,11,Wed Nov 29 19:00:20 +0000 2017,President Trump's behavior raises questions of competency | Analysis by @StCollinson https://t.co/6dkRaGNSm9 https://t.co/iBhtXPyqN3,0.0,0.0,0.0,1.0
@CNN,12,Wed Nov 29 18:50:05 +0000 2017,White House press secretary Sarah Sanders' absolutely unreal explanation of Trump's anti-Muslim video tweets | Anal… https://t.co/xwCC1Rt4qp,0.0,0.0,0.0,1.0
@CNN,13,Wed Nov 29 18:40:03 +0000 2017,The Minnesota woman who live-streamed the aftermath of her boyfriend Philando Castile's fatal shooting by police ha… https://t.co/Be2on8MyPd,-0.5423,0.0,0.171,0.829
@CNN,14,Wed Nov 29 18:32:22 +0000 2017,"Fox News says Roy Moore staffers ""manhandled"" two photojournalists from the network in Alabama on Monday night… https://t.co/P3ohMYmLY0",0.0,0.0,0.0,1.0
@CNN,15,Wed Nov 29 18:20:15 +0000 2017,"'Tis the season to enjoy streaming. Here's what's on Netflix, Amazon and Hulu in December https://t.co/qInGGpC1dY https://t.co/4RPeLv0ICy",0.5994,0.246,0.0,0.754
@CNN,16,Wed Nov 29 18:11:07 +0000 2017,BuzzFeed announces that it plans to layoff roughly 100 employees https://t.co/eoY49zOLIw https://t.co/5rfmBIUTN1,0.0,0.0,0.0,1.0
@CNN,17,Wed Nov 29 18:00:50 +0000 2017,"Garrison Keillor fired by Minnesota Public Radio over ""allegations of his inappropriate behavior with an individual… https://t.co/dmJT9RaJ5d",-0.5574,0.0,0.184,0.816
@CNN,18,Wed Nov 29 17:52:06 +0000 2017,This is what President Trump sees when he opens his Twitter feed https://t.co/XsE1UEACaz https://t.co/gp12k6hrV7,0.0,0.0,0.0,1.0
@CNN,19,Wed Nov 29 17:42:08 +0000 2017,"President Trump's Britain First retweets must be the final straw, @brianklaas writes for @CNNopinion… https://t.co/xPwV59oJDm",0.0,0.0,0.0,1.0
@CNN,20,Wed Nov 29 17:30:15 +0000 2017,"Alabama Rep. Mo Brooks says a woman who accused Roy Moore of sexually assaulting her when she was 16 is ""clearly a… https://t.co/09KppDQX1c",-0.4215,0.099,0.202,0.699
@CNN,21,Wed Nov 29 17:23:33 +0000 2017,"North Korea says their latest missile, the Hwasong-15 was ""the most powerful ICBM,"" carrying a ""super-large heavy w… https://t.co/MbsQZmeGgS",0.4754,0.154,0.0,0.846
@CNN,22,Wed Nov 29 17:10:29 +0000 2017,Is President Trump losing control? | Analysis by @CillizzaCNN https://t.co/VbMF2DBnbE https://t.co/jryw756m35,-0.3818,0.0,0.224,0.776
@CNN,23,Wed Nov 29 16:51:59 +0000 2017,"White House defends anti-Muslim Trump tweets, says it doesn't matter if videos are real https://t.co/Ci54PvvEQh https://t.co/Bq7MRXqIEf",-0.0191,0.0,0.067,0.933
@CNN,24,Wed Nov 29 16:40:10 +0000 2017,"For the third time in the past few months, women journalists just had to report live on a national US morning show… https://t.co/K5pJUt7Ha1",0.0,0.0,0.0,1.0
@CNN,25,Wed Nov 29 16:29:04 +0000 2017,A Kremlin-linked troll is once again demonstrating how difficult it is for Twitter to police its own platform… https://t.co/bRKtUGmlwt,-0.3612,0.0,0.128,0.872
@CNN,26,Wed Nov 29 16:18:17 +0000 2017,Matt Lauer has been terminated from NBC News after an employee filed a complaint about “inappropriate sexual behavi… https://t.co/kVX3burb79,-0.296,0.0,0.115,0.885
@CNN,27,Wed Nov 29 16:05:03 +0000 2017,RT @cnni: JUST IN: Bosnian Croat war criminal dies after apparently drinking poison in court as he lost an appeal https://t.co/n6QfTbG27u h…,-0.9201,0.0,0.421,0.579
@CNN,28,Wed Nov 29 15:55:09 +0000 2017,Amazon's Cyber Monday was its biggest sales day ever https://t.co/iAM6YLAkfY https://t.co/3UyiEMTFvq,0.0,0.0,0.0,1.0
@CNN,29,Wed Nov 29 15:45:10 +0000 2017,Right-wing blogger arrested following a scuffle at his 'It's OK to be white' speech at UConn https://t.co/wsbU2R7Oa6 https://t.co/fYN2ZMXe1G,-0.0431,0.139,0.147,0.713
@CNN,30,Wed Nov 29 15:35:03 +0000 2017,President Trump takes the lowest of low roads on Matt Lauer | Analysis by @CillizzaCNN https://t.co/EzbfrC1x0d https://t.co/HrfUGTDcH9,-0.5719,0.0,0.251,0.749
@CNN,31,Wed Nov 29 15:25:07 +0000 2017,Why the House tax plan could crush graduate students https://t.co/vnTBeMklsR https://t.co/lyI7xP7D3y,-0.1531,0.0,0.138,0.862
@CNN,32,Wed Nov 29 15:15:04 +0000 2017,"Donald Trump Jr., President Trump's eldest son, will speak with the House Intelligence Committee behind closed door… https://t.co/nY6myQPs5q",0.4767,0.154,0.0,0.846
@CNN,33,Wed Nov 29 15:05:08 +0000 2017,ESPN is laying off about 150 more people https://t.co/tf11zLw05s https://t.co/OxAc2XUWt1,0.0,0.0,0.0,1.0
@CNN,34,Wed Nov 29 14:55:06 +0000 2017,"A man was killed by police after firing a gun onto a street from inside a high-rise condominium complex in Reno, Ne… https://t.co/4ih1lGYfRH",-0.8519,0.0,0.368,0.632
@CNN,35,Wed Nov 29 14:45:07 +0000 2017,"North Korea says their latest missile, the Hwasong-15 was ""the most powerful ICBM,"" carrying a ""super-large heavy w… https://t.co/m3KEBJ86sc",0.4754,0.154,0.0,0.846
@CNN,36,Wed Nov 29 14:35:08 +0000 2017,A Texas family that lost 8 members in a mass church shooting has filed a claim against the US Air Force… https://t.co/DQXsK87YJY,-0.3182,0.0,0.119,0.881
